frame_index,timestamp_seconds,pred_x,pred_y,pred_z
42,2.8,-0.0005413703620433807,-0.07204671949148178,0.8611226081848145
43,2.8666666666666667,0.0038615651428699493,-0.07167284190654755,0.8592481017112732
44,2.933333333333333,0.003958374261856079,-0.0725705549120903,0.8594789505004883
45,3.0,0.005692619830369949,-0.0740543007850647,0.8599629998207092
46,3.066666666666667,0.00686834380030632,-0.0743027776479721,0.8595172762870789
47,3.1333333333333333,0.005182474851608276,-0.07345954328775406,0.8593799471855164
48,3.2,0.007892578840255737,-0.07451142370700836,0.8602579236030579
49,3.2666666666666666,0.007788423448801041,-0.07442988455295563,0.8598008751869202
50,3.3333333333333335,0.007388371974229813,-0.07420186698436737,0.8596020936965942
51,3.4,0.00788905844092369,-0.07396110147237778,0.860164225101471
52,3.466666666666667,0.00814059004187584,-0.07408162951469421,0.8599969744682312
53,3.533333333333333,0.007182158529758453,-0.07420450448989868,0.8573500514030457
54,3.6,0.00737399235367775,-0.07489588856697083,0.8579228520393372
55,3.6666666666666665,0.007561277598142624,-0.07397186756134033,0.8590919971466064
56,3.7333333333333334,0.013125065714120865,-0.07502594590187073,0.8702818751335144
57,3.8,0.018706701695919037,-0.07922309637069702,0.8867815136909485
58,3.8666666666666667,0.020455021411180496,-0.07496307790279388,0.8962971568107605
59,3.933333333333333,0.03323579207062721,-0.07517524063587189,0.9108138680458069
60,4.0,0.02493511140346527,-0.07432325929403305,0.9173008799552917
61,4.066666666666666,0.022977229207754135,-0.08068595826625824,0.9354038834571838
62,4.133333333333334,0.02068357914686203,-0.07834452390670776,0.9433488249778748
63,4.2,0.0260964073240757,-0.07888556271791458,0.9623228907585144
64,4.266666666666667,0.02241193875670433,-0.07419055700302124,0.9697350859642029
65,4.333333333333333,0.031970247626304626,-0.07461601495742798,0.9776566028594971
66,4.4,0.03093903139233589,-0.0761776715517044,0.9835092425346375
67,4.466666666666667,0.0312914103269577,-0.07663078606128693,0.9911866784095764
68,4.533333333333333,0.02976490557193756,-0.07422169297933578,0.9916943907737732
69,4.6,0.026351522654294968,-0.07190914452075958,0.994830846786499
70,4.666666666666667,0.027218807488679886,-0.06840991228818893,0.9940411448478699
71,4.733333333333333,0.026459164917469025,-0.0678861141204834,1.0003163814544678
72,4.8,0.028013166040182114,-0.06253023445606232,0.9965328574180603
73,4.866666666666666,0.03419379144906998,-0.05025706812739372,0.9966782927513123
74,4.933333333333334,0.031849928200244904,-0.04611354321241379,0.9923550486564636
75,5.0,0.04743942245841026,-0.03656201437115669,0.9933528900146484
76,5.066666666666666,0.04571085050702095,-0.029271166771650314,0.9880398511886597
77,5.133333333333334,0.0466955304145813,-0.02703123539686203,0.9883434772491455
78,5.2,0.05375281348824501,-0.020872976630926132,0.9856913089752197
79,5.266666666666667,0.05696205794811249,-0.01668429747223854,0.983886182308197
80,5.333333333333333,0.05418984591960907,-0.012368912808597088,0.9839749336242676
81,5.4,0.06383076310157776,-0.013283553533256054,0.9866793751716614
82,5.466666666666667,0.06172036752104759,-0.003086942248046398,0.9741303324699402
83,5.533333333333333,0.05748768895864487,-0.01000091340392828,0.9616613984107971
84,5.6,0.061121322214603424,-0.007508772425353527,0.9543870091438293
85,5.666666666666667,0.05658780038356781,-0.008993512950837612,0.9435589909553528
86,5.733333333333333,0.058731671422719955,-0.009273833595216274,0.9350088834762573
87,5.8,0.058843377977609634,-0.00889370497316122,0.9282143712043762
88,5.866666666666666,0.053792357444763184,-0.00907051470130682,0.9232204556465149
89,5.933333333333334,0.059308093041181564,-0.008169143460690975,0.9255057573318481
90,6.0,0.05845632404088974,-0.006887546740472317,0.9226246476173401
91,6.066666666666666,0.06011363863945007,-0.007253645919263363,0.9227216839790344
92,6.133333333333334,0.060408834367990494,-0.0074027469381690025,0.9229918718338013
93,6.2,0.06061401590704918,-0.007970540784299374,0.923766553401947
94,6.266666666666667,0.06070965528488159,-0.00789214950054884,0.9232944846153259
95,6.333333333333333,0.06185733899474144,-0.008053324185311794,0.9246223568916321
96,6.4,0.0616849847137928,-0.007984145544469357,0.9242276549339294
97,6.466666666666667,0.06079533323645592,-0.008255588822066784,0.924068808555603
98,6.533333333333333,0.059456709772348404,-0.007791782729327679,0.9222654700279236
99,6.6,0.059492066502571106,-0.007946803234517574,0.9220934510231018
100,6.666666666666667,0.059090983122587204,-0.007911230437457561,0.9220141172409058
